id,en,fr,es
FRANKIE_CHALLENGE_ACCEPTED1,I've had a lot of time to train [wave amp=30 freq=10]off screen[/wave]![pause] It's time to show off my new special attack![pause][wave amp=30 freq=10] {frankie_attack}![/wave],,He tenido mucho tiempo para entrenar [wave amp=30 freq=10]fuera de pantalla[/wave]![pause] ¡Es hora de presumir de mi nuevo ataque especial![pause][wave amp=30 freq=10] {frankie_attack}![/wave]
FRANKIE_CHALLENGE_REJECTED1,I need to finish my training montage first!,,¡Primero tengo que terminar mi montaje de entrenamiento!
FRANKIE_CHALLENGE_WIN1,"Ow…[pause] I think I bit my tongue. ",,"Ay…[pause] Creo que me he mordido la lengua."
FRANKIE_TRADE_OFFER1,"If I could just get my hands on one more [color=#{request_rarity}][{trade_request}][/color] sticker, my PvP build would be [wave amp=30 freq=10]so broken[/wave]! I've got an extra [color=#{offer_rarity}][{trade_offer}][/color] I can trade for it!",,"¡Si pudiera conseguir una pegatina más de [color=#{request_rarity}][{trade_request}][/color], mi configuración JcJ estaría [wave amp=30 freq=10]muy rota[/wave]! ¡Tengo una [color=#{offer_rarity}][{trade_offer}][/color] extra que puedo intercambiar!"
FRANKIE_TRADE_ACCEPTED1,Yes! Finally! I'm completely unstoppable now! [pause]You don't know what PvP is do you...?,,¡Sí! ¡Por fin! ¡Ahora soy completamente imparable! [pause] ¿No sabes lo que es el JcJ...?
FRANKIE_TRADE_REJECTED1,"{player}[pause], I know[pause] that you know[pause] that's not the right sticker…[pause] It's like you're just testing dialog options in a Visual Novel.",,"{player}[pause], sé[pause] que sabes[pause] que esa no es la pegatina correcta…[pause] Es como si estuvieras probando opciones de diálogo en una novela visual."
FRANKIE_TRADE_CANCEL1,Back to the grind then.,,De vuelta al trabajo entonces.
FRANKIE_LEAVE1,See ya!,,¡Nos vemos!
FRANKIE_PASSIVE_ROGUES_MESSAGE1,"[wave amp=30 freq=10]Ahhhh!!![/wave] I'm making a big heroic entrance! ",,"[wave amp=30 freq=10]¡Ahhhh![/wave] ¡Estoy haciendo una gran entrada heroica!"
VIN_IDLE_RECRUIT_DIALOG1,"Captain, I can't decide between Headshot and Last Rites…",,"Capitán, no puedo decidirme entre Tiro a la cabeza y Extremaunción…"
VIN_IDLE_RECRUIT_DIALOG2,Mourningtown has been trying to get more involved in day to day Ranger activities. [pause]I'm going to keep doing my part!,,Valdellanto ha estado intentando involucrarse más en las actividades diarias de los Guardas.[pause] ¡Voy a seguir haciendo mi parte!
VIN_IDLE_RECRUIT_DIALOG3,Training has been so hard lately![pause] I don't know where Frankie gets all that energy from.,,¡El entrenamiento ha sido muy duro últimamente![pause] No sé de dónde saca Frankie tanta energía.
VIN_IDLE_RECRUIT_DIALOG4,"I'm going to get stronger! I'll make sure Mourningtown can hold their heads up high again, one day.",,"¡Voy a hacerme más fuerte! Me aseguraré de que Valdellanto pueda volver a levantar la cabeza algún día."
VIN_IDLE_RECRUIT_DIALOG5,Hey Captain! Did you need something?,,"¡Oye, Capitán! ¿Necesitabas algo?"
VIN_CHALLENGE_ACCEPTED1,I'll show you how strong I've become!,,¡Te mostraré lo fuerte que me he vuelto!
VIN_CHALLENGE_REJECTED1,I think I sprained something. Let's pick this up again later.,,Creo que me torcí algo. Retomaremos esto más tarde.
VIN_CHALLENGE_WIN1,Dang it. I was so sure I had you that time!,,¡Rayos! ¡Estaba tan seguro de tenerte esa vez!
VIN_TRADE_OFFER1,[color=#{request_rarity}][{trade_request}][/color] would be a great addition to my arsenal. I can trade you this [color=#{offer_rarity}][{trade_offer}][/color] for it.,,[color=#{request_rarity}][{trade_request}][/color] sería una gran adición a mi arsenal. Puedo cambiarte este [color=#{offer_rarity}][{trade_offer}][/color] por él.
VIN_TRADE_ACCEPTED1,Great! I'll be taking down Rogues in half the time with this setup!,,¡Genial! Acabaré con las fusiones en la mitad de tiempo con esto.
VIN_TRADE_REJECTED1,That's not it. I'll just get it myself.,,No es eso. Lo conseguiré yo mismo.
VIN_TRADE_CANCEL1,"Alright, thanks for checking. ",,"Bien, gracias por comprobarlo."
VIN_LEAVE1,See ya around.,,Nos vemos.
VIN_PASSIVE_ROGUES_MESSAGE1,I'll put this Rogue down in no time!,,¡Acabaré con esa Fusión enseguida!
VIN_CARDS_ACCEPT1,"I uh..[pause] What?[pause][pause] Alright, I guess I'll play.",,"Yo...[pause] ¿Qué?[pause][pause] Bueno, supongo que jugaré."
VIN_CARDS_WIN1,"Hey, I'm not half bad at this!",,"¡Oye, no se me da nada mal esto!"
VIN_PARTY_INVITE1,You need my help on an important quest?[pause] Of course I can lend you my strength!,,¿Necesitas mi ayuda en una misión importante?[pause] ¡Claro que puedo prestarte mi fuerza!
VIN_CARDS_LOSE1,"Well[pause], I didn't really know what I was doing there.",,"Bueno[pause], no sabía muy bien qué hacía allí."
SUNNY_IDLE_RECRUIT_DIALOG1,Hey…,,Oye...
SUNNY_IDLE_RECRUIT_DIALOG2,The sun…[pause] It feels…[pause] [wave amp=30 freq=15]Different.[/wave],,El sol...[pause] Se siente...[pause] [wave amp=30 freq=15]Diferente.[/wave]
SUNNY_IDLE_RECRUIT_DIALOG3,I think… [pause]I'll shop for…[pause] new stickers later.,,Creo que...[pause]Compraré...[pause] nuevas pegatinas más tarde.
SUNNY_IDLE_RECRUIT_DIALOG4,{player}… [pause]How are you…?,,{player}...[pause] ¿Cómo estás...?
SUNNY_IDLE_RECRUIT_DIALOG5,…[pause]You've all been…[pause]very accepting…[pause],,…[pause]Habeis sido…[pause]muy compresivos…[pause]
SUNNY_CHALLENGE_ACCEPTED1,I'm stronger…[pause] this time.,,Soy más fuerte…[pause] esta vez.
SUNNY_CHALLENGE_REJECTED1,I…[pause] I need to rest.,,Yo…[pause] necesito descansar.
SUNNY_CHALLENGE_WIN1,I…[pause] lost.,,Yo…[pause] perdí.
SUNNY_TRADE_OFFER1,Can I…[pause] Do you have…[pause] any [color=#{request_rarity}][{trade_request}][/color] stickers... [pause] I could…[pause] trade you my [color=#{offer_rarity}][{trade_offer}][/color] sticker…[pause] if you want.,,¿Puedo…[pause]Tienes…[pause] alguna pegatina de [color=#{request_rarity}][{trade_request}][/color]...[pause]Podría…[pause] intercambiar mi pegatina de [color=#{offer_rarity}][{trade_offer}][/color]…[pause] si quieres.
SUNNY_TRADE_ACCEPTED1,Thank…[pause]you.,,Gracias…[pause]
SUNNY_TRADE_REJECTED1,That's…[pause] not it…,,Eso…[pause] no es…
SUNNY_TRADE_CANCEL1,Ok…,,Vale…
SUNNY_LEAVE1,…[pause]Thanks.,,…[pause]Gracias.
SUNNY_CARDS_ACCEPT1,Sure…[pause] That sounds…[pause] fun.,,Claro…[pause]Eso suena…[pause] divertido.
SUNNY_CARDS_LOSE1,"Ha ha…[pause] good game…[pause] Here, take…[pause] this.",,"Ja, ja…[pause]Buen juego…[pause] Toma, toma…[pause] esto."
SUNNY_CARDS_WIN1,I won…[pause]!,,Gané…[pause]¡!
SUNNY_PARTY_INVITE,Sure…[pause] I'd like that…,,Claro…[pause] Me gustaría…
SUNNY_PASSIVE_ROGUES_MESSAGE1,I…[pause] think I've got this…[pause]!,,Creo que…[pause] ¡Lo tengo todo controlado…[pause]!
LIVINGWORLD_CARDS_UI_ATTACK,Attacking,Attaque,Atacando
LIVINGWORLD_CARDS_UI_DEFENSE,Defending,Défense,Defendiendo
LIVINGWORLD_CARDS_UI_NEUTRAL,Balanced,Équilibre,Equilibrado
LIVINGWORLD_UI_CARDCOLLECTION,Card Collection,Collection de cartes,Colección de Cartas
LIVINGWORLD_UI_DECKCOUNT_ERROR,"Your Deck must have 25 cards. ",Votre deck doit avoit 25 cartes.,"Tu Mazo debe tener 25 cartas."
LIVINGWORLD_SETTINGS_UI_CARDS_SECTION,Card Game,Jeu de cartes,Juego de Cartas
LIVINGWORLD_SETTINGS_UI_CARD_ENEMY_THOUGHTS,Enemy Thinking Animation,Animation de réflexion ennemie,Animación de Enemigo Pensando
LIVINGWORLD_PASSIVE_CARDREWARD,A new card has been added to your collection!,Une nouvelle carte a été ajoutée à votre collection !,¡Se ha añadido una nueva carta a tu colección!
LIVINGWORLD_TRANSFORM_PROMPT,Which form will you use?,Quelle forme voulez-vous utiliser ?,¿Qué forma usarás?
LIVINGWORLD_BENCH_MENU,Take a seat?,Souhaitez-vous vous asseoir ?,¿Tomar asiento?
LIVINGWORLD_SETTINGS_UI_OVERSPILL,Overspill Damage,Dégats de débordement,Daño por Desbordamiento
LIVINGWORLD_CARDS_UI_FULL_REMASTER_BONUS,Full Remaster Bonus!,Bonus de rematriciage complet !,¡Bonificación de Remasterización Completa!
LIVINGWORLD_CARDS_UI_REMASTER_BONUS,Remaster Bonus!,Bonus de rematriciage !,¡Bonificación de Remasterización!
LIVINGWORLD_SETTINGS_UI_VINEBALL,NPCs Vineball Ability:,Les PNJ ont boule-lianes,Habilidad de Bola de Tallos Calabaceros de los PNJ:
LIVINGWORLD_SETTINGS_UI_USEITEMS,NPCs Use Items,Les PNJ utilisent des objets,Los PNJ usan objetos
LIVINGWORLD_SETTINGS_UI_RECORDABLE,NPCs Record Encounters,Les PNJ enregistrent les monstres,Los PNJ graban encuentros
LIVINGWORLD_SETTINGS_UI_STATUS_OPTION_ENABLED,Show,Visible,Mostrar
LIVINGWORLD_SETTINGS_UI_STATUS_OPTION_DISABLED,Hidden,Caché,Oculto
CLEEO_PASSIVE_ROGUE1,I'm not risking my batteries for these [wave amp=30 freq=15]humans[/wave]. I can't just let that rogue run amok either.,Je ne risque pas mes batteries pour ces [wave amp=30 freq=10]humains[/wave]… mais je ne peux pas juste laisser cette fusion rebelle mettre le bazar non plus.,No voy a arriesgar mis baterías por estos [wave amp=30 freq=15]humanos[/wave]. Tampoco puedo dejar que esa fusión se descontrole.
ZEDD_PASSIVE_ROGUE1,"That rogue's going to pay for interrupting my sle…[pause]er, astral plane business!","Cette fusion rebelle va payer pour avoir interrompu ma sie...[pause] je veux dire, mon étude de l’onirisme !","¡Esa fusión pagará por interrumpir mi sueño…[pause], asuntos del plano astral!"
WALLACE_PASSIVE_ROGUE1,Let's wall this one off before it gets a chance to wreck the place!,Enmurons ce rebelle avant qu’il ait une chance de faire du grabuge !,¡Aislémoslo antes de que tenga la oportunidad de destrozarlo todo!
CODEY_PASSIVE_ROGUE1,"That rogue is the perfect test for my new mods! ",Cette fusion rebelle fera le cobaye parfait pour mes nouveaux mods !,"¡Esa fusión es la prueba perfecta para mis nuevos mods!"
BUFFY_PASSIVE_ROGUE1,Another wild rogue? [pause]I guess I'll be getting some extra reps in today!,Une autre fusion rebele ? On dirait que je vais faire un peu plus d’exercice aujourd’hui !,¿Otra fusión salvaje?[pause] ¡Supongo que hoy voy ha hacer más repeticiones!
CYBIL_PASSIVE_ROGUE1,This one's gonna be a wild time! [pause] The whole town's gonna be hearing this!,"Préparez-vous, Radio Cybille, ça va être [wave amp=30 freq=10][i]wild[/i][/wave]!",¡Esto va a ser una locura![pause] ¡Todo el pueblo va a escuchar sobre esto!
PENNY_PASSIVE_ROGUE1,There won't be any second wind for this rogue! [pause]Time to work!,Pas de second souffle pour cette fusion rebelle ![pause] Au travail !,¡Esta fusión no tendrá un segundo aliento![pause] ¡A trabajar!
GLADIOLA_PASSIVE_ROGUE1,A perfect chance to sharpen my blades! [pause] This rogue better put up a good fight!,Une chance parfaite pour aiguiser mes lames ! [pause]Cette fusion a intérêt à me poser un vrai défi !,¡Una oportunidad perfecta para afilar mis espadas![pause] ¡Más vale que esta fusión dé una buena pelea!
HEATHER_PASSIVE_ROGUE1,This just in! [pause] Our very own local reporter is just arriving on the scene of another wild rogue battle!,Flash info! [pause]Notre envoyée spéciale vient d’arriver sur la scène d’un combat contre une fusion reblelle !,¡Última hora![pause] ¡Nuestro reportero local acaba de llegar al lugar de otra batalla salvaje de fusión!
JUDAS_PASSIVE_ROGUE1,"I'll buy some time! [pause]Everyone, make sure you're prepared. That rogue looks dangerous!","Je vais gagner du temps! [pause] Préparez-vous, tout le monde. cette fusion a l’air dangeeruse!","¡Ganaré tiempo![pause] ¡Todos, asegúrense de estar preparados! ¡Ese fusión parece peligroso!"
LODESTEIN_PASSIVE_ROGUE1,Don't let it get near the electric grids! Let's keep this rogue grounded!,Ne la laissez pas s’approcher du réseau électrique! On va court-circuiter cette fusion!,¡No dejen que se acerque a las redes eléctricas! ¡Mantengamos a esta fusión en tierra!
SKIP_PASSIVE_ROGUE1,This is really cutting into my treasure hunting time! [pause]I hope this rogue has something interesting for me!,Tout ça prend du temps sur ma recherche au trésor! [pause]J’espère que cette fusion aura quelque chose d’intéressant pour moi !,¡Esto me está quitando mucho tiempo para buscar tesoros![pause] ¡Espero que esta fusión tenga algo interesante para mí!
TRADE_CARDS_BTN,Trade Cards,Échanger des cartes,Intercambiar Cartas
CARD_BATTLE_BTN,Card Battle,Duel de cartes,Batalla de Cartas
ONLINE_REQUEST_CARDTRADE_PROMPT,Choose a Card to trade with {remote_player},Choisissez une carte à échanger avec {remote_player},Elige una Carta para intercambiar con {remote_player}
ONLINE_REQUEST_ACTION_trade_card,Card Trade,Échange de cartes,Intercambio de Cartas
ONLINE_REQUEST_UI_TRADE_CARD_MAKE_OFFER,Offer Card,Offrir une carte,Ofrecer Carta
ONLINE_NOTIFICATION_TRADED_CARDS,{player} and {other_player} traded cards,{player} et {other_player} ont échangé des cartes,{player} y {other_player} intercambiaron cartas
ONLINE_REQUEST_SENT_CARD_TRADE,You have offered to trade your {species1} card to {remote_player}!,Vous avez offert d’échanger votre {species1} card for your {species2},¡Ofreciste intercambiar tu carta {species1} a {remote_player}!
ONLINE_REQUEST_SENT_CARD_TRADE2,{remote_player} has offered a {species2} card for your {species1} card.,{remote_player} propose une carte {species1} en échange de votre {species2},{remote_player} ofreció una carta {species2} por tu carta {species1}.
ONLINE_REQUEST_RECEIVED_CARD_TRADE,{remote_player} has offered to trade a {species1} card with you!,{remote_player} propose une carte {species1}!,¡{remote_player} ofreció intercambiar una carta {species1} contigo!
ONLINE_REQUEST_CLOSED_COMPLETE_TRADE_CARD,"The trade went through, {remote_player}'s {species2} card is now in your collection!",Échange confirmé ; {remote_player}'s {species2} est maintenant dans votre collection !,"El intercambio se realizó, ¡la carta {species2} de {remote_player} ya está en tu colección!"
LIVINGWORLD_UI_CARD_RESERVED,This card is currently reserved for a trade offer.,Cette carte est actuellement réservée pour une offre d’échange.,Esta carta está actualmente reservada para una oferta de intercambio.
LIVINGWORLD_UI_OFFER_CARD,Offer Card,Proposer une carte.,Ofrecer Carta
ONLINE_REQUEST_UI_CARD_BATTLE_ACCEPT,Accept Challenge,Accepter le défi,Aceptar Desafío
ONLINE_REQUEST_ACTION_card_battle,Card Battle,Duel de cartes,Batalla de Cartas
ONLINE_REQUEST_CLOSED_COMPLETE_BATTLE_DRAW,Your Card Battle with {remote_player} ended in a draw!,Votre round de jeu de cartes s’est terminé en égalité !,¡Tu Batalla de Cartas con {remote_player} terminó en empate!
ONLINE_NOTIFICATION_CARD_BATTLE_STARTING,{player} and {other_player} are having a card battle!,{player} et {other_player} sont en duel de cartes.,¡{player} y {other_player} están en una batalla de cartas!
LIVINGWORLD_MP_POPUP1,Living World is now online!\n\n-Transform with your friends!\n-Raid with NPCs in expanded battles!\n-Trade cards\n-Challenge your friends to card battles!\n\nAll without leaving the comfort of your bed!,Merci d’avoir installé Living World !\n\n- Transformez-vous avec vos amis\n- Participez à des raids étendus avec des PNJ!\n- Échangez des cartes`\n défiezvous habits,¡Living World ya está en línea!\n\n- ¡Transfórmate con tus amigos!\n- ¡Incursiona con PNJ en batallas ampliadas!\n- ¡Intercambia cartas!\n- ¡Reta a tus amigos a batallas de cartas!\n\n¡Todo sin moverte de tu cama!
LIVINGWORLD_SETTINGS_UI_SHORTCUT,Overworld Transform Shortcut,Raccourci clavier pour transformation hors combat,Atajo de Transformación en el Mundo
LIVINGWORLD_SETTINGS_UI_TRANSFORMS,Unlock All Transformations,Débloquez toutes les transformations,Desbloquea todas las transformaciones
LIVINGWORLD_UI_DECK,Deck,Deck,Mazo
LIVINGWORLD_UI_ADD_CARD,Add Card,Ajouter une carte,Añadir carta
LIVINGWORLD_UI_REMOVE_CARD,Remove Card,"Retirer la carte ",Retirar carta
LIVINGWORLD_UI_TURN_START,{player}’s Turn,Au tour de {player},Turno de {player}
LIVINGWORLD_UI_SURRENDER,Surrender,Abandonner,Rendirse
LIVINGWORLD_UI_BLOCKED,Blocked,"Bloqué ",Bloqueado
LIVINGWORLD_UI_SURRENDER_CONFIRM,Are you sure you want to give up?,"Êtes-vous sûr de vouloir abandonner ? ",¿Seguro que quieres rendirte?
LIVINGWORLD_UI_VICTORY,{player} wins!,{player} gagne !,¡{jugador} gana!
LIVINGWORLD_UI_PLAYER_SURRENDERED,{player} gave up!,{player} a abandonné !,¡{jugador} se rindió!
LIVINGWORLD_UI_MATCH_DRAW,Game ended in a draw!,Le match s'est terminé par un match nul !,¡La partida terminó en empate!
